index,originId,destId,count,delaycount
1124,11057,10980,980,200
1125,11057,10990,63,6
1126,11057,10994,2819,750
1127,11057,11003,559,190
1128,11057,11042,1888,633
1129,11057,11066,2043,575
1130,11057,11146,1095,254
1131,11057,11193,2241,671
1132,11057,11252,1397,303
1133,11057,11259,383,106
1134,11057,11267,1372,345
1135,11057,11278,3258,916
1136,11057,11292,2917,852
1137,11057,11298,4165,1221
1138,11057,11423,727,268
1139,11057,11433,3891,904
1140,11057,11481,1165,232
1141,11057,11612,22,2
1142,11057,11617,51,20
1143,11057,11618,3893,1161
1144,11057,11624,1438,343
1145,11057,11641,577,114
1146,11057,11697,3607,1144
1147,11057,11823,168,33
1148,11057,11884,91,57
1149,11057,11953,576,151
1150,11057,11973,1021,213
1151,11057,11986,1067,312
1152,11057,11995,2512,603
1153,11057,11996,3214,688
1154,11057,12124,966,189
1155,11057,12191,57,22
1156,11057,12197,1483,358
1157,11057,12217,1139,271
1158,11057,12264,2124,396
1159,11057,12266,2629,728
1160,11057,12323,2827,771
1161,11057,12339,1866,595
1162,11057,12441,122,22
1163,11057,12448,613,116
1164,11057,12451,2319,746
1165,11057,12478,3596,968
1166,11057,12889,2579,736
1167,11057,12892,2991,884
1168,11057,12945,2032,510
1169,11057,12951,366,122
1170,11057,12953,6068,1733
1171,11057,12992,1178,310
1172,11057,13198,1382,378
1173,11057,13204,5419,1730
1174,11057,13230,1349,352
1175,11057,13232,813,284
1176,11057,13244,1959,590
1177,11057,13296,1101,253
1178,11057,13303,3629,969
1179,11057,13342,1051,329
1180,11057,13360,1135,234
1181,11057,13367,721,165
1182,11057,13485,953,309
1183,11057,13487,2537,579
1184,11057,13495,1859,529
1185,11057,13541,11,2
1186,11057,13577,2624,640
1187,11057,13795,946,235
1188,11057,13851,817,268
1189,11057,13871,822,245
1190,11057,13891,364,132
1191,11057,13930,4526,1155
1192,11057,13931,2696,734
1193,11057,14027,2045,528
1194,11057,14057,362,142
1195,11057,14100,3989,1272
1196,11057,14107,3038,866
1197,11057,14108,759,187
1198,11057,14122,1931,584
1199,11057,14193,2067,527
1200,11057,14307,1585,468
1201,11057,14321,749,243
1202,11057,14457,123,26
1203,11057,14492,3705,1141
1204,11057,14524,2766,797
1205,11057,14574,220,28
1206,11057,14576,1076,321
1207,11057,14635,2004,593
1208,11057,14679,1625,452
1209,11057,14683,1411,480
1210,11057,14685,2834,711
1211,11057,14696,1166,229
1212,11057,14730,2050,585
1213,11057,14747,1321,492
1214,11057,14771,1617,641
1215,11057,14783,1286,304
1216,11057,14814,835,178
1217,11057,14843,1107,315
1218,11057,14869,922,278
1219,11057,14893,370,147
1220,11057,14908,362,114
1221,11057,14986,1798,523
1222,11057,15016,2000,572
1223,11057,15024,619,107
1224,11057,15027,129,24
1225,11057,15096,1209,383
1226,11057,15249,994,200
1227,11057,15304,3815,1154
1228,11057,15323,102,9
1229,11057,15356,71,14
1230,11057,15370,819,216
1231,11057,15380,209,27
1232,11057,15412,2575,592
1233,11057,15624,1172,347
1234,11057,15919,1546,401
1235,11066,10397,3077,382
1236,11066,10423,351,38
1237,11066,10693,757,139
1238,11066,10721,1802,248
1239,11066,10821,1098,175
1240,11066,11057,2042,426
1241,11066,11259,401,98
1242,11066,11278,1874,262
1243,11066,11292,1809,373
1244,11066,11298,1720,344
1245,11066,11433,1492,227
1246,11066,11618,2002,255
1247,11066,11697,1083,262
1248,11066,12191,359,66
1249,11066,12264,784,77
1250,11066,12266,619,134
1251,11066,12478,1790,211
1252,11066,12889,1109,289
1253,11066,12892,314,72
1254,11066,12953,2964,361
1255,11066,13198,21,1
1256,11066,13204,2151,445
1257,11066,13232,1354,274
1258,11066,13303,827,143
1259,11066,13487,1243,195
1260,11066,13495,36,10
1261,11066,13577,54,5
1262,11066,13930,3256,510
1263,11066,14100,1469,215
1264,11066,14107,1039,147
1265,11066,14635,644,140
1266,11066,14679,9,7
1267,11066,14747,471,112
1268,11066,14771,329,153
1269,11066,14869,207,18
1270,11066,14986,159,40
1271,11066,15016,656,131
1272,11066,15304,892,205
1273,11067,11298,726,133
1274,11067,13930,659,144
1275,11076,13930,730,195
1276,11092,11292,31,5
1277,11097,11292,631,153
1278,11109,10397,460,53
1279,11109,10821,209,29
1280,11109,11259,889,157
1281,11109,11292,5006,866
1282,11109,11298,1985,449
1283,11109,12191,96,17
1284,11109,12266,435,91
1285,11109,12889,913,202
1286,11109,12954,195,29
1287,11109,13232,404,80
1288,11109,13487,94,37
1289,11109,13930,594,65
1290,11109,14107,976,178
1291,11109,14679,16,5
1292,11109,14683,16,9
1293,11109,14869,366,26
1294,11111,11298,1196,303
1295,11111,13930,583,123
1296,11122,11292,1432,235
1297,11122,14869,339,18
1298,11140,11259,9,1
1299,11140,11298,2499,457
1300,11140,12191,1155,180
1301,11140,12266,208,28
1302,11146,10397,1069,237
1303,11146,11057,1095,248
1304,11146,11278,344,39
1305,11146,13930,925,269
1306,11150,10397,1001,175
1307,11193,10397,2827,363
1308,11193,10423,575,72
1309,11193,10466,80,12
1310,11193,10693,210,47
1311,11193,10721,2023,281
1312,11193,10821,729,119
1313,11193,10994,114,13
1314,11193,11057,2241,563
1315,11193,11278,1907,344
1316,11193,11292,1818,335
1317,11193,11298,1877,490
1318,11193,11433,1361,184
1319,11193,11618,1746,326
1320,11193,11624,104,15
1321,11193,11697,813,131
1322,11193,12264,412,30
1323,11193,12266,582,75
1324,11193,12451,128,22
1325,11193,12478,2087,309
1326,11193,12889,699,159
1327,11193,12892,380,79
1328,11193,12953,2538,413
1329,11193,13204,1789,418
1330,11193,13232,690,126
1331,11193,13303,1177,236
1332,11193,13360,15,5
1333,11193,13487,1391,220
1334,11193,13495,90,16
1335,11193,13577,126,20
1336,11193,13930,2992,441
1337,11193,13931,24,5
1338,11193,14027,81,20
1339,11193,14082,317,51
1340,11193,14100,1280,256
1341,11193,14107,571,120
1342,11193,14112,364,80
1343,11193,14193,63,8
1344,11193,14307,18,3
1345,11193,14321,36,8
1346,11193,14492,672,109
1347,11193,14635,796,174
1348,11193,14685,173,45
1349,11193,14747,714,163
1350,11193,14761,340,77
1351,11193,14869,676,89
1352,11193,14986,241,45
1353,11193,15304,980,243
1354,11193,15624,400,96
1355,11203,13487,731,78
1356,11233,11292,679,80
1357,11252,10397,1444,201
1358,11252,11057,1397,265
1359,11252,11278,26,9
1360,11259,10140,1696,450
1361,11259,10279,1274,320
1362,11259,10397,3538,822
1363,11259,10423,2510,598
1364,11259,10599,930,270
1365,11259,10693,2405,577
1366,11259,10713,9,2
1367,11259,10721,39,11
1368,11259,10792,9,1
1369,11259,10800,459,147
1370,11259,10821,1824,456
1371,11259,10849,26,6
1372,11259,10994,322,83
1373,11259,11057,383,138
1374,11259,11066,409,123
1375,11259,11109,889,248
1376,11259,11140,9,2
1377,11259,11278,1698,471
1378,11259,11292,3283,894
1379,11259,11481,694,173
1380,11259,11540,1740,449
1381,11259,11697,779,216
1382,11259,11884,9,2
1383,11259,12094,102,11
1384,11259,12191,4124,1099
1385,11259,12206,276,79
1386,11259,12266,594,160
1387,11259,12339,696,219
1388,11259,12451,148,36
1389,11259,12889,2931,800
1390,11259,12892,1825,517
1391,11259,12896,1603,411
1392,11259,12953,1356,375
1393,11259,12954,637,160
1394,11259,12992,1014,294
1395,11259,13158,1466,364
1396,11259,13198,2035,553
1397,11259,13204,2694,763
1398,11259,13232,2221,609
1399,11259,13244,464,137
1400,11259,13303,456,105
1401,11259,13342,400,111
1402,11259,13487,80,22
1403,11259,13495,2288,587
1404,11259,13502,111,20
1405,11259,13577,40,12
1406,11259,13796,671,184
1407,11259,13871,433,97
1408,11259,13891,382,138
1409,11259,13930,1181,262
1410,11259,13931,77,16
1411,11259,14027,5,4
1412,11259,14057,146,57
1413,11259,14100,47,13
1414,11259,14107,3089,830
1415,11259,14122,360,85
1416,11259,14193,442,77
1417,11259,14262,140,44
1418,11259,14307,17,2
1419,11259,14492,406,104
1420,11259,14570,75,27
1421,11259,14635,151,46
1422,11259,14679,1490,438
1423,11259,14683,2725,636
1424,11259,14685,376,86
1425,11259,14730,141,27
1426,11259,14747,393,75
1427,11259,14771,22,4
1428,11259,14831,607,159
1429,11259,14869,670,167
1430,11259,14893,560,159
1431,11259,14908,370,111
1432,11259,14986,128,37
1433,11259,15016,2083,500
1434,11259,15304,1335,401
1435,11259,15370,1101,304
1436,11259,15376,118,24
1437,11259,15624,428,78
1438,11267,10397,1353,141
1439,11267,11057,1369,213
1440,11267,11278,1132,191
1441,11267,11292,366,37
1442,11267,11298,1351,234
1443,11267,12953,543,62
1444,11267,13930,1209,210
1445,11267,14082,92,30
1446,11267,14100,39,4
1447,11267,14112,106,24
1448,11267,14761,80,31
1449,11278,10154,301,56
1450,11278,10208,359,110
1451,11278,10257,1208,304
1452,11278,10397,6867,1343
1453,11278,10423,366,151
1454,11278,10431,574,92
1455,11278,10529,1973,440
1456,11278,10581,962,256
1457,11278,10599,996,233
1458,11278,10693,4135,784
1459,11278,10721,9658,2102
1460,11278,10781,308,114
1461,11278,10785,1382,274
1462,11278,10792,1194,270
1463,11278,10868,1026,248
1464,11278,10874,363,116
1465,11278,10980,297,83
1466,11278,10994,1765,357
1467,11278,11003,544,119
1468,11278,11042,1412,271
1469,11278,11057,3257,702
1470,11278,11066,1873,326
1471,11278,11146,344,105
1472,11278,11193,1909,386
1473,11278,11252,26,5
1474,11278,11259,1697,492
1475,11278,11267,1130,239
1476,11278,11292,1463,301
1477,11278,11298,3293,745
1478,11278,11423,708,162
1479,11278,11433,2705,552
1480,11278,11481,279,54
1481,11278,11618,113,15
1482,11278,11624,545,57
1483,11278,11697,2415,617
1484,11278,11986,694,180
1485,11278,11995,752,184
1486,11278,11996,1001,242
1487,11278,12124,239,31
1488,11278,12191,1015,244
1489,11278,12197,1313,360
1490,11278,12217,1415,301
1491,11278,12250,74,12
1492,11278,12266,2144,358
1493,11278,12278,325,63
1494,11278,12323,774,148
1495,11278,12339,1990,292
1496,11278,12448,301,81
1497,11278,12451,1565,318
1498,11278,12478,2294,377
1499,11278,12884,294,80
1500,11278,12889,366,22
1501,11278,12892,1460,226
1502,11278,12945,299,50
1503,11278,12953,4344,850
1504,11278,12992,364,73
1505,11278,13198,1814,385
1506,11278,13204,5042,1133
1507,11278,13232,2099,477
1508,11278,13244,1011,176
1509,11278,13277,294,81
1510,11278,13296,1244,308
1511,11278,13303,3911,895
1512,11278,13342,1362,283
1513,11278,13360,24,6
1514,11278,13485,947,179
1515,11278,13487,2303,403
1516,11278,13495,1791,399
1517,11278,13541,233,38
1518,11278,13577,616,106
1519,11278,13851,720,163
1520,11278,13871,645,126
1521,11278,13930,6158,1050
1522,11278,13931,1293,290
1523,11278,14027,1669,343
1524,11278,14057,363,93
1525,11278,14100,1421,250
1526,11278,14107,1094,116
1527,11278,14122,1575,306
1528,11278,14193,913,213
1529,11278,14307,2501,526
1530,11278,14321,1299,311
1531,11278,14492,2725,569
1532,11278,14576,1044,219
1533,11278,14635,833,159
1534,11278,14685,891,171
1535,11278,14696,13,1
1536,11278,14730,998,158
1537,11278,14747,731,109
1538,11278,14771,729,164
1539,11278,14843,366,59
1540,11278,14869,366,69
1541,11278,14986,373,68
1542,11278,15016,2296,536
1543,11278,15096,1062,195
1544,11278,15249,364,98
1545,11278,15304,2033,465
1546,11278,15370,356,62
1547,11278,15380,124,20
1548,11278,15412,1073,246
1549,11278,15624,437,72
1550,11278,15919,388,104
1551,11283,11292,480,101
1552,11283,12902,147,19
1553,11288,12511,152,31
1554,11288,13930,628,137
1555,11292,10135,86,28
1556,11292,10140,2821,682
1557,11292,10157,319,45
1558,11292,10257,189,77
1559,11292,10279,610,153
1560,11292,10299,604,111
1561,11292,10372,2848,847
1562,11292,10397,6098,1389
1563,11292,10408,436,85
1564,11292,10423,4684,1054
1565,11292,10431,391,72
1566,11292,10529,823,189
1567,11292,10558,627,113
1568,11292,10561,540,82
1569,11292,10599,1081,276
1570,11292,10617,103,36
1571,11292,10620,1405,301
1572,11292,10627,1267,247
1573,11292,10666,48,23
1574,11292,10685,60,18
1575,11292,10693,4031,930
1576,11292,10713,2812,677
1577,11292,10721,3797,1109
1578,11292,10785,157,21
1579,11292,10792,434,175
1580,11292,10800,1987,532
1581,11292,10821,3154,796
1582,11292,10849,2673,617
1583,11292,10994,703,134
1584,11292,11003,1122,236
1585,11292,11042,1860,460
1586,11292,11057,2914,633
1587,11292,11066,1826,434
1588,11292,11092,31,8
1589,11292,11097,632,121
1590,11292,11109,5005,1242
1591,11292,11122,1433,259
1592,11292,11193,1817,405
1593,11292,11233,679,117
1594,11292,11259,3287,957
1595,11292,11267,366,75
1596,11292,11278,1463,349
1597,11292,11283,418,72
1598,11292,11298,6210,1465
1599,11292,11315,671,120
1600,11292,11413,1779,343
1601,11292,11423,2317,535
1602,11292,11433,3019,686
1603,11292,11447,347,59
1604,11292,11468,106,17
1605,11292,11481,159,36
1606,11292,11503,1414,199
1607,11292,11540,1819,442
1608,11292,11603,969,242
1609,11292,11618,3097,896
1610,11292,11630,90,28
1611,11292,11637,1467,257
1612,11292,11638,1446,282
1613,11292,11648,1063,209
1614,11292,11697,1572,404
1615,11292,11775,1711,342
1616,11292,11865,732,116
1617,11292,11884,1904,528
1618,11292,11921,1743,311
1619,11292,11977,66,17
1620,11292,11986,1322,304
1621,11292,11995,366,47
1622,11292,11996,384,48
1623,11292,12003,731,124
1624,11292,12012,718,115
1625,11292,12094,1533,335
1626,11292,12156,731,133
1627,11292,12173,585,172
1628,11292,12177,223,62
1629,11292,12191,2711,748
1631,11292,12217,717,125
1632,11292,12255,429,72
1633,11292,12264,3247,758
1634,11292,12266,5074,1195
1635,11292,12278,1751,462
1636,11292,12280,1133,193
1637,11292,12339,2660,657
1638,11292,12441,1544,279
1639,11292,12451,928,242
1640,11292,12478,1523,365
1641,11292,12511,261,61
1642,11292,12519,331,45
1643,11292,12758,366,87
1644,11292,12888,627,119
1645,11292,12889,8162,2292
1646,11292,12892,7754,1806
1647,11292,12896,678,184
1648,11292,12899,627,101
1649,11292,12902,419,100
1650,11292,12945,367,67
1651,11292,12953,4605,1114
1652,11292,12954,1094,287
1653,11292,12982,381,92
1654,11292,12992,1325,253
1655,11292,13029,891,208
1656,11292,13127,366,49
1657,11292,13158,1269,263
1658,11292,13198,4278,970
1659,11292,13204,4788,1345
1660,11292,13232,3286,970
1661,11292,13244,1266,316
1662,11292,13264,731,145
1663,11292,13303,2459,736
1664,11292,13342,2731,711
1665,11292,13367,367,125
1666,11292,13433,760,155
1667,11292,13476,633,90
1668,11292,13485,1136,224
1669,11292,13486,1122,249
1670,11292,13487,6360,1452
1671,11292,13495,2314,577
1672,11292,13502,1483,347
1673,11292,13577,42,6
1674,11292,13796,1865,609
1675,11292,13830,388,87
1676,11292,13851,2921,686
1677,11292,13871,3270,826
1678,11292,13891,2919,821
1679,11292,13930,6480,1553
1680,11292,13931,563,159
1681,11292,13964,45,10
1682,11292,14027,20,8
1683,11292,14057,4501,1090
1684,11292,14100,2987,770
1685,11292,14107,9446,2352
1686,11292,14108,100,39
1687,11292,14122,1820,460
1688,11292,14193,432,142
1689,11292,14237,366,69
1690,11292,14252,731,120
1691,11292,14262,1850,378
1692,11292,14307,100,39
1693,11292,14321,157,15
1694,11292,14457,2105,428
1695,11292,14489,731,144
1696,11292,14492,1889,495
1697,11292,14524,665,182
1698,11292,14534,622,92
1699,11292,14543,623,93
1700,11292,14570,2424,669
1701,11292,14635,847,204
1702,11292,14674,886,200
1703,11292,14679,5558,1458
1704,11292,14683,3224,696
1705,11292,14685,408,62
1706,11292,14689,1112,276
1707,11292,14698,732,187
1708,11292,14730,1110,272
1709,11292,14747,6731,1629
1710,11292,14771,5546,1865
1711,11292,14783,944,187
1712,11292,14794,725,134
1713,11292,14812,730,106
1714,11292,14814,223,44
1715,11292,14831,3177,774
1716,11292,14843,307,51
1717,11292,14869,8103,2029
1718,11292,14877,365,53
1719,11292,14893,4094,1069
1720,11292,14908,3619,844
1721,11292,14986,191,42
1722,11292,15016,3840,949
1723,11292,15041,609,103
1724,11292,15048,365,74
1725,11292,15096,442,96
1726,11292,15304,3256,911
1727,11292,15370,2287,542
1728,11292,15376,2533,646
1729,11292,15380,166,26
1730,11292,15412,941,176
1731,11292,15582,52,8
1732,11292,15897,36,5
1733,11292,15919,1294,221
1734,11292,16869,1237,221
1735,11298,10136,1757,375
1736,11298,10140,2460,808
1737,11298,10155,1087,254
1738,11298,10185,1088,186
1739,11298,10208,373,84
1740,11298,10257,350,174
1741,11298,10279,2422,517
1742,11298,10299,381,123
1743,11298,10372,1162,193
1744,11298,10397,6516,1864
1745,11298,10408,210,48
1746,11298,10423,4920,1567
1747,11298,10431,593,179
1748,11298,10529,590,255
1749,11298,10561,462,197
1750,11298,10599,2326,501
1751,11298,10620,642,146
1752,11298,10627,603,129
1753,11298,10685,729,148
1754,11298,10693,3585,1256
1755,11298,10713,829,301
1756,11298,10721,4058,1264
1757,11298,10728,730,122
1758,11298,10747,1643,287
1759,11298,10781,1967,419
1760,11298,10785,19,6
1761,11298,10792,511,207
1762,11298,10800,728,206
1763,11298,10821,1590,585
1764,11298,10849,703,182
1765,11298,10868,728,321
1766,11298,10980,1454,265
1767,11298,10994,1245,443
1768,11298,11003,997,367
1769,11298,11042,1678,580
1770,11298,11049,1118,254
1771,11298,11057,4161,1335
1772,11298,11066,1721,515
1773,11298,11067,725,159
1774,11298,11109,1986,507
1775,11298,11111,1195,276
1776,11298,11140,2500,446
1777,11298,11193,1876,664
1778,11298,11267,1350,310
1779,11298,11278,3291,962
1780,11298,11292,6206,1780
1781,11298,11413,1103,204
1782,11298,11423,1218,468
1783,11298,11433,3629,1017
1784,11298,11481,1059,319
1785,11298,11503,906,286
1786,11298,11540,3032,992
1787,11298,11603,348,157
1788,11298,11612,881,184
1789,11298,11618,3566,1057
1790,11298,11624,541,173
1791,11298,11637,935,184
1792,11298,11638,1435,538
1793,11298,11641,63,11
1794,11298,11648,289,63
1795,11298,11695,463,127
1796,11298,11697,3053,987
1797,11298,11775,905,277
1798,11298,11778,1184,248
1799,11298,11823,906,158
1800,11298,11867,730,182
1801,11298,11884,686,295
1802,11298,11905,729,162
1803,11298,11921,938,158
1804,11298,11953,424,79
1805,11298,11973,1064,212
1806,11298,11980,729,150
1807,11298,11982,1797,436
1808,11298,11986,1125,412
1809,11298,11995,931,320
1810,11298,11996,1197,368
1811,11298,12012,131,40
1812,11298,12094,185,42
1813,11298,12173,649,130
1814,11298,12191,2314,515
1815,11298,12206,1641,285
1816,11298,12217,2154,467
1817,11298,12264,1715,444
1818,11298,12266,5257,1517
1819,11298,12278,2678,630
1820,11298,12280,547,116
1821,11298,12323,601,129
1822,11298,12339,1882,627
1823,11298,12441,622,194
1824,11298,12448,1949,429
1825,11298,12451,2010,651
1826,11298,12478,1874,477
1827,11298,12889,6167,2138
1828,11298,12891,1086,193
1829,11298,12892,7013,2091
1830,11298,12896,2665,593
1831,11298,12915,1086,187
1832,11298,12945,1069,298
1833,11298,12951,1597,346
1834,11298,12953,6500,1775
1835,11298,12992,2999,669
1836,11298,13061,1660,304
1837,11298,13158,3103,618
1838,11298,13198,2553,839
1839,11298,13204,4954,1833
1840,11298,13230,366,160
1841,11298,13232,550,181
1842,11298,13244,2584,833
1843,11298,13256,2674,870
1844,11298,13277,934,203
1845,11298,13290,981,193
1846,11298,13303,5003,1688
1847,11298,13342,1257,492
1848,11298,13367,803,178
1849,11298,13377,1155,219
1850,11298,13422,1070,229
1851,11298,13476,462,182
1852,11298,13485,1067,435
1853,11298,13486,457,106
1854,11298,13487,3220,854
1855,11298,13495,3023,1084
1856,11298,13502,566,135
1857,11298,13577,463,123
1858,11298,13830,366,74
1859,11298,13851,3315,968
1860,11298,13871,1521,533
1861,11298,13891,2404,811
1862,11298,13930,6522,1721
1863,11298,13931,998,355
1864,11298,14027,1141,466
1865,11298,14057,2525,926
1866,11298,14100,3533,1100
1867,11298,14107,5205,1728
1868,11298,14108,729,169
1869,11298,14122,1539,505
1870,11298,14193,1753,559
1871,11298,14262,1029,340
1872,11298,14314,224,67
1873,11298,14321,54,16
1874,11298,14457,1107,191
1875,11298,14489,132,53
1876,11298,14492,2173,758
1877,11298,14524,997,380
1878,11298,14570,1329,401
1879,11298,14588,963,187
1880,11298,14635,1342,526
1881,11298,14674,1605,321
1882,11298,14679,3528,1223
1883,11298,14683,4548,1663
1884,11298,14685,994,377
1885,11298,14689,471,176
1886,11298,14696,871,170
1887,11298,14698,466,152
1888,11298,14730,2162,618
1889,11298,14747,5008,1529
1890,11298,14771,4061,1510
1891,11298,14783,3046,605
1892,11298,14794,270,46
1893,11298,14814,1928,410
1894,11298,14831,1332,436
1895,11298,14842,1089,217
1896,11298,14843,948,310
1897,11298,14869,4001,1252
1898,11298,14893,1777,668
1899,11298,14908,2798,678
1900,11298,14960,725,132
1901,11298,14986,377,129
1902,11298,15016,2394,727
1903,11298,15023,210,58
1904,11298,15024,48,23
1905,11298,15074,730,130
1906,11298,15096,350,174
1907,11298,15249,1090,224
1908,11298,15304,2969,1006
1909,11298,15323,551,99
1910,11298,15370,3148,932
1911,11298,15376,2307,745
1912,11298,15380,133,44
1913,11298,15401,737,187
1914,11298,15411,1090,207
1915,11298,15412,1438,488
1916,11298,15624,1394,435
1917,11298,15919,3291,723
1918,11298,16218,365,69
1919,11308,10397,766,106
1920,11315,11292,671,84
1921,11336,10299,110,16
1922,11337,13487,1191,190
1923,11337,13930,1041,168
1924,11413,11292,1778,325
1925,11413,11298,1104,213
1926,11413,14107,944,119
1927,11423,10397,1185,167
1928,11423,10423,116,43
1929,11423,10466,180,50
1930,11423,10693,198,40
1931,11423,11057,728,181
1932,11423,11278,708,135
1933,11423,11292,2318,386
1934,11423,11298,1219,380
1935,11423,11433,944,136
1936,11423,11618,88,12
1937,11423,11697,95,22
1938,11423,12191,64,20
1939,11423,12266,357,52
1940,11423,12889,582,124
1941,11423,12892,23,7
1942,11423,12953,960,165
1943,11423,13204,85,29
1944,11423,13303,177,27
1945,11423,13487,1017,135
1946,11423,13930,1943,283
1947,11423,14057,46,7
1948,11423,14082,154,55
1949,11423,14107,890,154
1950,11423,14112,168,46
1951,11423,14679,24,10
1952,11423,14761,161,46
1953,11423,14908,107,14
1954,11423,14986,72,17
1955,11423,15016,681,125
1956,11423,15624,11,1
1957,11433,10257,1304,239
1958,11433,10299,45,23
1959,11433,10333,629,134
1960,11433,10397,4948,1018
1961,11433,10408,817,167
1962,11433,10423,1288,230
1963,11433,10469,1005,215
1964,11433,10529,1245,202
1965,11433,10577,359,55
1966,11433,10599,503,115
1967,11433,10693,2249,410
1968,11433,10721,2747,614
1969,11433,10785,359,53
1970,11433,10792,1312,290
1971,11433,10821,2067,387
1972,11433,10980,323,42
1973,11433,10994,624,105
1974,11433,11013,364,82
1975,11433,11042,1477,265
1976,11433,11057,3890,651
1977,11433,11066,1490,237
1978,11433,11193,1362,169
1979,11433,11278,2704,499
1980,11433,11292,3020,590
1981,11433,11298,3631,861
1982,11433,11423,944,123
1983,11433,11537,711,158
1984,11433,11587,293,68
1985,11433,11618,3328,619
1986,11433,11697,2468,583
1987,11433,11823,195,46
1988,11433,11977,996,248
1989,11433,11986,1548,369
1990,11433,11995,478,55
1991,11433,11996,669,114
1992,11433,12173,340,50
1993,11433,12197,923,215
1994,11433,12217,278,42
1995,11433,12264,1322,251
1996,11433,12266,2451,480
1997,11433,12335,373,77
1998,11433,12339,1491,284
1999,11433,12451,533,94
2000,11433,12478,1682,337
2001,11433,12884,1004,263
2002,11433,12889,3198,678
2003,11433,12892,2773,567
2004,11433,12945,820,111
2005,11433,12953,4199,723
2006,11433,13184,1153,228
2007,11433,13198,1334,197
2008,11433,13204,3799,907
2009,11433,13230,547,119
2010,11433,13232,2083,386
2011,11433,13244,820,124
2012,11433,13303,1647,341
2013,11433,13342,1488,290
2014,11433,13459,366,69
2015,11433,13485,1302,259
2016,11433,13487,2325,364
2017,11433,13495,803,149
2018,11433,13577,560,90
2019,11433,13871,1025,226
2020,11433,13930,5558,921
2021,11433,13931,833,144
2022,11433,14027,435,89
2023,11433,14057,306,54
2024,11433,14100,3309,595
2025,11433,14107,2305,465
2026,11433,14122,1362,228
2027,11433,14150,845,201
2028,11433,14307,802,133
2029,11433,14321,695,117
2030,11433,14492,1514,253
2031,11433,14524,994,203
2032,11433,14576,1308,186
2033,11433,14635,1961,389
2034,11433,14679,1181,242
2035,11433,14683,902,143
2036,11433,14685,250,24
2037,11433,14696,367,116
2038,11433,14730,1235,150
2039,11433,14747,2081,425
2040,11433,14771,1529,384
2041,11433,14843,324,39
2042,11433,14869,1521,285
2043,11433,14893,94,33
2044,11433,14908,265,46
2045,11433,14986,101,17
2046,11433,15016,1864,310
2047,11433,15096,1301,240
2048,11433,15304,2333,478
2049,11433,15380,1137,258
2050,11433,15412,565,86
2051,11433,15919,42,7
2052,11447,11292,394,62
2053,11447,12519,284,58
2054,11468,11292,105,17
2055,11471,13930,31,9
2056,11481,10397,2374,378
2057,11481,10423,124,36
2058,11481,10693,1050,165
2059,11481,10721,13,5
2060,11481,10821,56,21
2061,11481,11057,1164,296
2062,11481,11259,693,138
2063,11481,11278,279,84
2064,11481,11292,159,56
2065,11481,11298,1059,324
2066,11481,12191,439,82
2067,11481,12266,12,1
2068,11481,12339,53,13
2069,11481,13198,101,23
2070,11481,13232,210,50
2071,11481,13930,269,62
2072,11481,14100,15,5
2073,11481,15016,310,61
2074,11503,10397,179,42
2075,11503,10423,12,9
2076,11503,11292,1414,217
2077,11503,11298,904,271
2078,11503,11618,112,43
2079,11503,12266,159,36
2080,11503,12478,105,43
2081,11503,12892,243,63
2082,11503,13303,132,51
2083,11503,13930,348,77
2084,11503,14107,77,21
2085,11503,14679,6,4
2086,11503,14771,105,29
2087,11525,14869,366,19
2088,11537,11433,711,149
2089,11537,14082,42,9
2090,11537,14112,119,28
2091,11537,14761,135,32
2092,11540,10397,714,93
2093,11540,10423,1049,157
2094,11540,11259,1724,316
2095,11540,11292,1813,333
2096,11540,11298,3032,710
2097,11540,12191,1046,169
2098,11540,12266,304,43
2099,11540,12889,1437,321
2100,11540,12892,1371,189
2101,11540,12954,308,39
2102,11540,13204,78,20
2103,11540,13232,211,29
2104,11540,13891,17,3
2105,11540,13930,621,112
2106,11540,14107,2631,379
2107,11540,14679,360,92
2108,11540,14683,778,165
2109,11587,11433,292,51
2110,11587,13487,358,49
2111,11603,10423,22,8
2112,11603,10466,121,29
2113,11603,10800,132,44
2114,11603,11292,970,150
2115,11603,11298,348,71
2117,11603,12889,491,113
2118,11603,12892,293,65
2119,11603,13796,495,58
2121,11603,14107,612,113
2122,11603,14679,200,42
2123,11603,14747,1348,208
2124,11603,14771,864,222
2125,11603,14831,272,64
2126,11603,14869,732,82
2127,11603,14893,211,40
2128,11603,14908,95,19
2129,11612,10397,1001,133
2130,11612,11057,22,3
2131,11612,11298,881,153
2132,11612,14112,58,19
2133,11612,14761,122,60
2134,11612,15624,22,5
2135,11617,11057,51,23
2136,11618,10257,134,19
2137,11618,10299,103,37
2138,11618,10397,6051,1485
2139,11618,10408,48,3
2140,11618,10423,1828,415
2141,11618,10431,629,113
2142,11618,10581,681,132
2143,11618,10693,1999,471
2144,11618,10721,4362,1166
2145,11618,10732,366,108
2146,11618,10785,948,212
2147,11618,10792,781,196
2148,11618,10849,308,51
2149,11618,10994,1425,253
2150,11618,11042,1936,393
2151,11618,11057,3893,979
2152,11618,11066,2005,295
2153,11618,11193,1748,387
2154,11618,11278,114,16
2155,11618,11292,3103,824
2156,11618,11298,3569,880
2157,11618,11423,89,15
2158,11618,11433,3328,734
2159,11618,11503,112,36
