delayed,cancelled,total,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1441132,96315,7079061,489987,266437,168533,114736,83150,62189,47602,36622,28734,23090,18489,14992,12409,10119,8292,55751
